feedback_id,student_id,feedback_score,feedback_category,submitted_date
FBK11405,212405,7,Good,03/01/2021
FBK11406,212406,4,Poor,05/07/2021
FBK11407,212407,9,Excellent,21/04/2021
FBK11408,212408,7,Good,21/04/2021
FBK11409,212409,1,Poor,13/01/2021
FBK11410,212410,7,Good,18/08/2021
FBK11411,212411,5,Average,19/06/2021
FBK11412,212412,4,Poor,13/06/2021
FBK11413,212413,6,Average,01/03/2021
FBK11414,212414,7,Good,08/10/2021
FBK11415,212415,5,Average,02/05/2021
FBK11416,212416,6,Average,12/09/2021
FBK11417,212417,8,Good,06/04/2021
FBK11418,212418,3,Poor,22/04/2021
FBK11419,212419,10,Excellent,18/05/2021
FBK11420,212420,3,Poor,19/04/2021
FBK11421,212421,7,Good,27/06/2021
FBK11422,212422,7,Good,08/03/2021
FBK11423,212423,10,Excellent,26/06/2021
FBK11424,212424,7,Good,01/10/2021
FBK11425,212425,6,Average,19/10/2021
FBK11426,212426,7,Good,07/10/2021
FBK11427,212427,7,Good,10/09/2021
FBK11428,212428,10,Excellent,02/08/2021
FBK11429,212429,5,Average,08/01/2021
FBK11430,212430,1,Poor,01/04/2021
FBK11431,212431,8,Good,01/08/2021
FBK11432,212432,6,Average,07/10/2021
FBK11433,212433,8,Good,23/06/2021
FBK11434,212434,7,Good,02/06/2021
FBK11435,212435,8,Good,19/03/2021
FBK11436,212436,8,Good,28/02/2021
FBK11437,212437,6,Average,03/06/2021
FBK11438,212438,2,Poor,22/12/2021
FBK11439,212439,7,Good,04/10/2021
FBK11440,212440,8,Good,11/05/2021
FBK11441,212441,4,Poor,24/03/2021
FBK11442,212442,8,Good,16/11/2021
FBK11443,212443,7,Good,23/03/2021
FBK11444,212444,8,Good,20/12/2021
FBK11445,212445,7,Good,22/04/2021
FBK11446,212446,8,Good,13/03/2021
FBK11447,212447,3,Poor,23/12/2021
FBK11448,212448,8,Good,06/03/2021
FBK11449,212449,7,Good,19/12/2021
FBK11450,212450,5,Average,02/10/2021
FBK11451,212451,2,Poor,11/10/2021
FBK11452,212452,5,Average,21/04/2021
FBK11453,212453,2,Poor,16/02/2021
FBK11454,212454,10,Excellent,24/06/2021
FBK11455,212455,7,Good,12/04/2021
FBK11456,212456,10,Excellent,21/03/2021
FBK11457,212457,7,Good,22/12/2021
FBK11458,212458,5,Average,01/08/2021
FBK11459,212459,8,Good,08/04/2021
FBK11460,212460,5,Average,09/06/2021
FBK11461,212461,6,Average,01/12/2021
FBK11462,212462,8,Good,15/07/2021
FBK11463,212463,9,Excellent,14/03/2021
FBK11464,212464,6,Average,12/07/2021
FBK11465,212465,4,Poor,04/07/2021
FBK11466,212466,6,Average,21/10/2021
FBK11467,212467,9,Excellent,15/03/2021
FBK11468,212468,8,Good,10/01/2021
FBK11469,212469,9,Excellent,09/06/2021
FBK11470,212470,6,Average,11/02/2021
FBK11471,212471,10,Excellent,06/07/2021
FBK11472,212472,7,Good,03/09/2021
FBK11473,212473,7,Good,20/10/2021
FBK11474,212474,9,Excellent,01/12/2021
FBK11475,212475,7,Good,06/11/2021
FBK11476,212476,8,Good,06/07/2021
FBK11477,212477,8,Good,11/02/2021
FBK11478,212478,3,Poor,14/04/2021
FBK11479,212479,7,Good,24/12/2021
FBK11480,212480,8,Good,22/05/2021
FBK11481,212481,7,Good,08/05/2021
FBK11482,212482,6,Average,13/01/2021
FBK11483,212483,3,Poor,27/09/2021
FBK11484,212484,8,Good,02/03/2021
FBK11485,212485,6,Average,14/01/2021
FBK11486,212486,7,Good,27/05/2021
FBK11487,212487,6,Average,07/08/2021
FBK11488,212488,8,Good,07/01/2021
FBK11489,212489,6,Average,10/11/2021
FBK11490,212490,2,Poor,28/08/2021
FBK11491,212491,9,Excellent,26/05/2021
FBK11492,212492,6,Average,16/08/2021
FBK11493,212493,10,Excellent,21/02/2021
FBK11494,212494,5,Average,06/07/2021
FBK11495,212495,10,Excellent,12/07/2021
FBK11496,212496,10,Excellent,02/08/2021
FBK11497,212497,3,Poor,15/08/2021
FBK11498,212498,7,Good,27/04/2021
FBK11499,212499,6,Average,02/10/2021
FBK11500,221000,8,Good,22/12/2022
FBK11501,221001,8,Good,22/02/2022
FBK11502,221002,10,Excellent,14/09/2022
FBK11503,221003,4,Poor,18/04/2022
FBK11504,221004,7,Good,27/07/2022
FBK11505,221005,8,Good,18/07/2022
FBK11506,221006,2,Poor,08/10/2022
FBK11507,221007,3,Poor,03/05/2022
FBK11508,221008,8,Good,02/12/2022
FBK11509,221009,6,Average,17/10/2022
FBK11510,221010,6,Average,20/11/2022
FBK11511,221011,7,Good,25/02/2022
FBK11512,221012,7,Good,06/03/2022
FBK11513,221013,8,Good,05/04/2022
FBK11514,221014,10,Excellent,03/07/2022
FBK11515,221015,6,Average,27/04/2022
FBK11516,221016,8,Good,09/10/2022
FBK11517,221017,7,Good,26/12/2022
FBK11518,221018,7,Good,13/02/2022
FBK11519,221019,6,Average,18/07/2022
FBK11520,221020,7,Good,17/05/2022
FBK11521,221021,5,Average,26/01/2022
FBK11522,221022,4,Poor,17/10/2022
FBK11523,221023,8,Good,14/02/2022
FBK11524,221024,7,Good,19/03/2022
FBK11525,221025,6,Average,25/10/2022
FBK11526,221026,7,Good,19/02/2022
FBK11527,221027,5,Average,28/05/2022
FBK11528,221028,5,Average,14/06/2022
FBK11529,221029,6,Average,21/07/2022
FBK11530,221030,10,Excellent,20/10/2022
FBK11531,221031,5,Average,06/01/2022
FBK11532,221032,9,Excellent,05/07/2022
FBK11533,221033,7,Good,22/10/2022
FBK11534,221034,4,Poor,13/01/2022
FBK11535,221035,9,Excellent,08/12/2022
FBK11536,221036,7,Good,16/12/2022
FBK11537,221037,9,Excellent,01/06/2022
FBK11538,221038,6,Average,10/05/2022
FBK11539,221039,3,Poor,28/08/2022
FBK11540,221040,8,Good,05/04/2022
FBK11541,221041,9,Excellent,15/12/2022
FBK11542,221042,6,Average,24/05/2022
FBK11543,221043,6,Average,21/10/2022
FBK11544,221044,3,Poor,15/04/2022
FBK11545,221045,7,Good,24/07/2022
FBK11546,221046,9,Excellent,28/09/2022
FBK11547,221047,9,Excellent,17/01/2022
FBK11548,221048,8,Good,10/02/2022
FBK11549,221049,9,Excellent,05/07/2022
FBK11550,221050,7,Good,01/10/2022
FBK11551,221051,8,Good,27/04/2022
FBK11552,221052,7,Good,08/01/2022
FBK11553,221053,4,Poor,02/08/2022
FBK11554,221054,5,Average,07/12/2022
FBK11555,221055,4,Poor,27/06/2022
FBK11556,221056,8,Good,13/09/2022
FBK11557,221057,2,Poor,01/11/2022
FBK11558,221058,7,Good,16/06/2022
FBK11559,221059,6,Average,06/08/2022
FBK11560,221060,8,Good,18/10/2022
FBK11561,221061,7,Good,06/06/2022
FBK11562,221062,7,Good,27/12/2022
FBK11563,221063,3,Poor,01/05/2022
FBK11564,221064,6,Average,06/01/2022
FBK11565,221065,10,Excellent,28/04/2022
FBK11566,221066,8,Good,08/11/2022
FBK11567,221067,7,Good,21/05/2022
FBK11568,221068,8,Good,01/09/2022
FBK11569,221069,8,Good,05/08/2022
FBK11570,221070,3,Poor,26/10/2022
FBK11571,221071,10,Excellent,09/04/2022
FBK11572,221072,7,Good,23/05/2022
FBK11573,221073,6,Average,13/07/2022
FBK11574,221074,8,Good,09/08/2022
FBK11575,221075,6,Average,10/08/2022
FBK11576,221076,9,Excellent,13/10/2022
FBK11577,221077,8,Good,01/02/2022
FBK11578,221078,7,Good,27/11/2022
FBK11579,221079,5,Average,21/09/2022
FBK11580,221080,10,Excellent,10/10/2022
FBK11581,221081,6,Average,04/11/2022
FBK11582,221082,9,Excellent,11/02/2022
FBK11583,221083,3,Poor,11/11/2022
FBK11584,221084,4,Poor,21/05/2022
FBK11585,221085,4,Poor,05/04/2022
FBK11586,221086,4,Poor,02/04/2022
FBK11587,221087,6,Average,22/07/2022
FBK11588,221088,8,Good,05/11/2022
FBK11589,221089,6,Average,16/11/2022
FBK11590,221090,10,Excellent,14/05/2022
FBK11591,221091,9,Excellent,24/07/2022
FBK11592,221092,9,Excellent,23/10/2022
FBK11593,221093,5,Average,11/04/2022
FBK11594,221094,7,Good,18/11/2022
FBK11595,221095,7,Good,12/11/2022
FBK11596,221096,4,Poor,28/05/2022
FBK11597,221097,6,Average,18/11/2022
FBK11598,221098,7,Good,04/05/2022
FBK11599,221099,7,Good,24/03/2022
FBK11600,221100,4,Poor,26/12/2022
FBK11601,221101,10,Excellent,22/03/2022
FBK11602,221102,4,Poor,03/11/2022
FBK11603,221103,8,Good,08/06/2022
FBK11604,221104,8,Good,26/07/2022
FBK11605,221105,7,Good,09/06/2022
FBK11606,221106,9,Excellent,15/05/2022
FBK11607,221107,7,Good,02/08/2022
FBK11608,221108,8,Good,20/10/2022
FBK11609,221109,2,Poor,07/08/2022
FBK11610,221110,2,Poor,28/02/2022
FBK11611,221111,7,Good,10/09/2022
FBK11612,221112,7,Good,28/01/2022
FBK11613,221113,8,Good,07/03/2022
FBK11614,221114,8,Good,19/07/2022
FBK11615,221115,6,Average,11/03/2022
FBK11616,221116,7,Good,16/02/2022
FBK11617,221117,7,Good,06/11/2022
FBK11618,221118,7,Good,02/11/2022
FBK11619,221119,5,Average,09/08/2022
FBK11620,221120,10,Excellent,19/03/2022
FBK11621,221121,7,Good,26/08/2022
FBK11622,221122,8,Good,20/03/2022
FBK11623,221123,8,Good,14/11/2022
FBK11624,221124,5,Average,16/07/2022
FBK11625,221125,3,Poor,02/01/2022
FBK11626,221126,3,Poor,24/04/2022
FBK11627,221127,6,Average,11/01/2022
FBK11628,221128,7,Good,01/04/2022
FBK11629,221129,5,Average,24/11/2022
FBK11630,221130,7,Good,23/04/2022
FBK11631,221131,6,Average,05/05/2022
FBK11632,221132,8,Good,17/07/2022
FBK11633,221133,8,Good,06/05/2022
FBK11634,221134,9,Excellent,10/01/2022
FBK11635,221135,10,Excellent,24/08/2022
FBK11636,221136,4,Poor,17/10/2022
FBK11637,221137,6,Average,22/07/2022
FBK11638,221138,7,Good,16/06/2022
FBK11639,221139,6,Average,06/04/2022
FBK11640,221140,7,Good,08/01/2022
FBK11641,221141,5,Average,05/12/2022
FBK11642,221142,5,Average,01/12/2022
FBK11643,221143,3,Poor,06/09/2022
FBK11644,221144,5,Average,23/06/2022
FBK11645,221145,6,Average,21/07/2022
FBK11646,221146,7,Good,20/09/2022
FBK11647,221147,5,Average,02/10/2022
FBK11648,221148,9,Excellent,27/11/2022
FBK11649,221149,4,Poor,23/01/2022
FBK11650,221150,6,Average,15/07/2022
FBK11651,221151,7,Good,18/02/2022
FBK11652,221152,6,Average,23/08/2022
FBK11653,221153,8,Good,23/04/2022
FBK11654,221154,7,Good,14/05/2022
FBK11655,221155,7,Good,17/11/2022
FBK11656,221156,7,Good,20/10/2022
FBK11657,221157,6,Average,27/07/2022
FBK11658,221158,2,Poor,24/09/2022
FBK11659,221159,10,Excellent,10/02/2022
FBK11660,221160,7,Good,16/02/2022
FBK11661,221161,10,Excellent,07/10/2022
FBK11662,221162,5,Average,07/09/2022
FBK11663,221163,6,Average,14/12/2022
FBK11664,221164,3,Poor,02/03/2022
FBK11665,221165,7,Good,07/08/2022
FBK11666,221166,9,Excellent,08/06/2022
FBK11667,221167,8,Good,22/01/2022
FBK11668,221168,7,Good,27/02/2022
FBK11669,221169,7,Good,16/11/2022
FBK11670,221170,9,Excellent,25/02/2022
FBK11671,221171,6,Average,24/02/2022
FBK11672,221172,9,Excellent,21/05/2022
FBK11673,221173,8,Good,10/08/2022
FBK11674,221174,8,Good,02/08/2022
FBK11675,221175,6,Average,28/03/2022
FBK11676,221176,6,Average,12/05/2022
FBK11677,221177,7,Good,24/07/2022
FBK11678,221178,5,Average,28/02/2022
FBK11679,221179,7,Good,28/01/2022
FBK11680,221180,3,Poor,21/11/2022
FBK11681,221181,7,Good,12/06/2022
FBK11682,221182,8,Good,09/10/2022
FBK11683,221183,5,Average,27/06/2022
FBK11684,221184,10,Excellent,04/03/2022
FBK11685,221185,8,Good,15/07/2022
FBK11686,221186,4,Poor,23/07/2022
FBK11687,221187,10,Excellent,21/07/2022
FBK11688,221188,6,Average,05/02/2022
FBK11689,221189,8,Good,04/03/2022
FBK11690,221190,6,Average,16/10/2022
FBK11691,221191,10,Excellent,15/11/2022
FBK11692,221192,8,Good,13/10/2022
FBK11693,221193,5,Average,01/10/2022
FBK11694,221194,7,Good,16/08/2022
FBK11695,221195,7,Good,15/07/2022
FBK11696,221196,2,Poor,09/02/2022
FBK11697,221197,4,Poor,23/01/2022
FBK11698,221198,6,Average,19/12/2022
FBK11699,221199,7,Good,22/04/2022
FBK11700,221200,7,Good,17/09/2022
FBK11701,221201,7,Good,14/02/2022
FBK11702,221202,7,Good,12/08/2022
FBK11703,221203,6,Average,27/03/2022
FBK11704,221204,7,Good,02/10/2022
FBK11705,221205,4,Poor,06/11/2022
FBK11706,221206,10,Excellent,28/08/2022
FBK11707,221207,8,Good,03/03/2022
FBK11708,221208,5,Average,08/06/2022
FBK11709,221209,6,Average,02/05/2022
FBK11710,221210,8,Good,18/04/2022
FBK11711,221211,7,Good,27/07/2022
FBK11712,221212,8,Good,15/02/2022
FBK11713,221213,5,Average,15/10/2022
FBK11714,221214,8,Good,15/08/2022
FBK11715,221215,6,Average,16/02/2022
FBK11716,221216,8,Good,13/02/2022
FBK11717,221217,10,Excellent,18/01/2022
FBK11718,221218,7,Good,27/01/2022
FBK11719,221219,8,Good,20/10/2022
FBK11720,221220,8,Good,18/09/2022
FBK11721,221221,8,Good,22/11/2022
FBK11722,221222,2,Poor,12/06/2022
FBK11723,221223,7,Good,28/04/2022
FBK11724,221224,10,Excellent,18/06/2022
FBK11725,221225,8,Good,16/10/2022
FBK11726,221226,8,Good,15/12/2022
FBK11727,221227,7,Good,25/02/2022
FBK11728,221228,8,Good,11/01/2022
FBK11729,221229,7,Good,26/11/2022
FBK11730,221230,4,Poor,17/09/2022
FBK11731,221231,7,Good,04/12/2022
FBK11732,221232,7,Good,16/03/2022
FBK11733,221233,9,Excellent,24/12/2022
FBK11734,221234,4,Poor,09/02/2022
FBK11735,221235,8,Good,07/04/2022
FBK11736,221236,2,Poor,07/07/2022
FBK11737,221237,10,Excellent,23/04/2022
FBK11738,221238,4,Poor,25/02/2022
FBK11739,221239,1,Poor,21/01/2022
FBK11740,221240,6,Average,25/02/2022
FBK11741,221241,4,Poor,22/08/2022
FBK11742,221242,8,Good,05/09/2022
FBK11743,221243,6,Average,17/01/2022
FBK11744,221244,8,Good,14/09/2022
FBK11745,221245,9,Excellent,17/08/2022
FBK11746,221246,9,Excellent,19/12/2022
FBK11747,221247,8,Good,27/12/2022
FBK11748,221248,3,Poor,13/02/2022
FBK11749,221249,4,Poor,11/10/2022
FBK11750,221250,5,Average,14/07/2022
FBK11751,221251,6,Average,25/12/2022
FBK11752,221252,8,Good,13/05/2022
FBK11753,221253,7,Good,15/05/2022
FBK11754,221254,6,Average,14/03/2022
FBK11755,221255,4,Poor,24/12/2022
FBK11756,221256,9,Excellent,27/05/2022
FBK11757,221257,6,Average,23/06/2022
FBK11758,221258,6,Average,07/11/2022
FBK11759,221259,8,Good,20/04/2022
FBK11760,221260,8,Good,12/11/2022
FBK11761,221261,7,Good,21/12/2022
FBK11762,221262,8,Good,18/09/2022
FBK11763,221263,7,Good,04/12/2022
FBK11764,221264,5,Average,16/09/2022
FBK11765,221265,5,Average,22/10/2022
FBK11766,221266,7,Good,24/11/2022
FBK11767,221267,5,Average,28/05/2022
FBK11768,221268,10,Excellent,17/01/2022
FBK11769,221269,5,Average,13/01/2022
FBK11770,221270,5,Average,22/01/2022
FBK11771,221271,5,Average,09/04/2022
FBK11772,221272,8,Good,22/05/2022
FBK11773,221273,6,Average,27/03/2022
FBK11774,221274,6,Average,26/12/2022
FBK11775,221275,10,Excellent,25/04/2022
FBK11776,221276,8,Good,12/01/2022
FBK11777,221277,5,Average,20/02/2022
FBK11778,221278,4,Poor,24/04/2022
FBK11779,221279,8,Good,08/07/2022
FBK11780,221280,6,Average,10/12/2022
FBK11781,221281,10,Excellent,13/07/2022
FBK11782,221282,8,Good,11/11/2022
FBK11783,221283,10,Excellent,01/01/2022
FBK11784,221284,8,Good,20/04/2022
FBK11785,221285,5,Average,21/04/2022
FBK11786,221286,5,Average,18/10/2022
FBK11787,221287,8,Good,25/04/2022
FBK11788,221288,6,Average,15/05/2022
FBK11789,221289,6,Average,03/11/2022
FBK11790,221290,5,Average,24/03/2022
FBK11791,221291,7,Good,13/02/2022
FBK11792,221292,5,Average,09/07/2022
FBK11793,221293,7,Good,05/05/2022
FBK11794,221294,10,Excellent,28/10/2022
FBK11795,221295,8,Good,11/01/2022
FBK11796,221296,4,Poor,05/12/2022
FBK11797,221297,7,Good,11/03/2022
FBK11798,221298,7,Good,25/01/2022
FBK11799,221299,5,Average,10/11/2022
FBK11800,221300,8,Good,18/10/2022
FBK11801,221301,7,Good,26/02/2022
FBK11802,221302,7,Good,08/09/2022
FBK11803,221303,3,Poor,03/09/2022
FBK11804,221304,6,Average,14/03/2022
FBK11805,221305,8,Good,13/09/2022
FBK11806,221306,4,Poor,08/06/2022
FBK11807,221307,8,Good,11/11/2022
FBK11808,221308,1,Poor,10/06/2022
FBK11809,221309,7,Good,17/10/2022
FBK11810,221310,9,Excellent,27/09/2022
FBK11811,221311,6,Average,22/02/2022
FBK11812,221312,10,Excellent,08/08/2022
FBK11813,221313,9,Excellent,08/10/2022
FBK11814,221314,7,Good,11/11/2022
FBK11815,221315,5,Average,13/02/2022
FBK11816,221316,10,Excellent,24/09/2022
FBK11817,221317,6,Average,17/01/2022
FBK11818,221318,7,Good,26/09/2022
FBK11819,221319,9,Excellent,16/08/2022
FBK11820,221320,3,Poor,21/05/2022
FBK11821,221321,7,Good,17/06/2022
FBK11822,221322,7,Good,06/02/2022
FBK11823,221323,8,Good,01/09/2022
FBK11824,221324,10,Excellent,22/04/2022
FBK11825,221325,9,Excellent,14/11/2022
FBK11826,221326,4,Poor,18/04/2022
FBK11827,221327,9,Excellent,27/11/2022
FBK11828,221328,4,Poor,22/12/2022
FBK11829,221329,9,Excellent,15/01/2022
FBK11830,221330,10,Excellent,03/01/2022
FBK11831,221331,6,Average,06/01/2022
FBK11832,221332,7,Good,03/09/2022
FBK11833,221333,10,Excellent,09/04/2022
FBK11834,221334,10,Excellent,15/07/2022
FBK11835,221335,9,Excellent,11/07/2022
FBK11836,221336,9,Excellent,22/07/2022
FBK11837,221337,1,Poor,01/09/2022
FBK11838,221338,7,Good,25/02/2022
FBK11839,221339,4,Poor,23/01/2022
FBK11840,221340,10,Excellent,17/06/2022
FBK11841,221341,5,Average,26/05/2022
FBK11842,221342,10,Excellent,03/10/2022
FBK11843,221343,7,Good,13/08/2022
FBK11844,221344,7,Good,01/11/2022
FBK11845,221345,10,Excellent,18/03/2022
FBK11846,221346,9,Excellent,24/03/2022
FBK11847,221347,7,Good,10/09/2022
FBK11848,221348,5,Average,22/05/2022
FBK11849,221349,4,Poor,18/01/2022
FBK11850,221350,4,Poor,04/03/2022
FBK11851,221351,7,Good,19/01/2022
FBK11852,221352,5,Average,18/07/2022
FBK11853,221353,5,Average,10/02/2022
FBK11854,221354,8,Good,24/12/2022
FBK11855,221355,8,Good,14/04/2022
FBK11856,221356,7,Good,06/03/2022
FBK11857,221357,8,Good,20/04/2022
FBK11858,221358,4,Poor,04/04/2022
FBK11859,221359,9,Excellent,26/11/2022
FBK11860,221360,9,Excellent,28/01/2022
FBK11861,221361,8,Good,21/08/2022
FBK11862,221362,7,Good,10/02/2022
FBK11863,221363,3,Poor,04/05/2022
FBK11864,221364,8,Good,19/12/2022
FBK11865,221365,5,Average,12/06/2022
FBK11866,221366,4,Poor,21/11/2022
FBK11867,221367,6,Average,10/02/2022
FBK11868,221368,5,Average,07/02/2022
FBK11869,221369,5,Average,15/08/2022
FBK11870,221370,5,Average,22/10/2022
FBK11871,221371,8,Good,19/12/2022
FBK11872,221372,10,Excellent,19/10/2022
FBK11873,221373,6,Average,14/06/2022
FBK11874,221374,8,Good,11/01/2022
FBK11875,221375,1,Poor,23/04/2022
FBK11876,221376,8,Good,27/05/2022
FBK11877,221377,8,Good,22/03/2022
FBK11878,221378,3,Poor,15/08/2022
FBK11879,221379,4,Poor,25/06/2022
FBK11880,221380,6,Average,18/08/2022
FBK11881,221381,6,Average,21/03/2022
FBK11882,221382,7,Good,27/02/2022
FBK11883,221383,9,Excellent,18/03/2022
FBK11884,221384,8,Good,24/05/2022
FBK11885,221385,6,Average,03/12/2022
FBK11886,221386,4,Poor,21/09/2022
FBK11887,221387,9,Excellent,19/10/2022
FBK11888,221388,5,Average,07/10/2022
FBK11889,221389,7,Good,09/09/2022
FBK11890,221390,5,Average,16/09/2022
FBK11891,221391,4,Poor,13/06/2022
FBK11892,221392,4,Poor,24/10/2022
FBK11893,221393,8,Good,15/03/2022
FBK11894,221394,7,Good,03/09/2022
FBK11895,221395,6,Average,17/06/2022
FBK11896,221396,7,Good,08/11/2022
FBK11897,221397,7,Good,06/11/2022
FBK11898,221398,7,Good,15/03/2022
FBK11899,221399,8,Good,19/03/2022
FBK11900,221400,5,Average,28/11/2022
FBK11901,221401,5,Average,24/12/2022
FBK11902,221402,8,Good,02/06/2022
FBK11903,221403,9,Excellent,08/08/2022
FBK11904,221404,3,Poor,12/05/2022
FBK11905,221405,6,Average,22/01/2022
FBK11906,221406,8,Good,26/09/2022
FBK11907,221407,3,Poor,16/07/2022
FBK11908,221408,7,Good,02/01/2022
FBK11909,221409,3,Poor,23/02/2022
FBK11910,221410,7,Good,27/11/2022
FBK11911,221411,7,Good,09/12/2022
FBK11912,221412,7,Good,19/09/2022
FBK11913,221413,4,Poor,21/07/2022
FBK11914,221414,6,Average,19/06/2022
FBK11915,221415,7,Good,09/09/2022
FBK11916,221416,4,Poor,17/04/2022
FBK11917,221417,5,Average,27/06/2022
FBK11918,221418,7,Good,26/08/2022
FBK11919,221419,3,Poor,01/10/2022
FBK11920,221420,7,Good,15/03/2022
FBK11921,221421,8,Good,03/04/2022
FBK11922,221422,7,Good,09/11/2022
FBK11923,221423,7,Good,06/03/2022
FBK11924,221424,7,Good,20/06/2022
FBK11925,221425,3,Poor,08/11/2022
FBK11926,221426,7,Good,24/06/2022
FBK11927,221427,8,Good,22/08/2022
FBK11928,221428,8,Good,07/08/2022
FBK11929,221429,6,Average,21/03/2022
FBK11930,221430,8,Good,08/01/2022
FBK11931,221431,8,Good,19/03/2022
FBK11932,221432,7,Good,05/03/2022
FBK11933,221433,2,Poor,19/01/2022
FBK11934,221434,6,Average,06/01/2022
FBK11935,221435,3,Poor,17/03/2022
FBK11936,221436,10,Excellent,19/10/2022
FBK11937,221437,10,Excellent,24/12/2022
FBK11938,221438,3,Poor,07/02/2022
FBK11939,221439,10,Excellent,16/10/2022
FBK11940,221440,2,Poor,08/03/2022
FBK11941,221441,6,Average,05/10/2022
FBK11942,221442,8,Good,20/03/2022
FBK11943,221443,8,Good,06/05/2022
FBK11944,221444,10,Excellent,20/08/2022
FBK11945,221445,7,Good,08/02/2022
FBK11946,221446,6,Average,05/07/2022
FBK11947,221447,10,Excellent,07/01/2022
FBK11948,221448,6,Average,22/09/2022
FBK11949,221449,9,Excellent,20/03/2022
FBK11950,221450,9,Excellent,16/03/2022
FBK11951,221451,6,Average,02/10/2022
FBK11952,221452,8,Good,25/09/2022
FBK11953,221453,8,Good,16/02/2022
FBK11954,221454,7,Good,18/10/2022
FBK11955,221455,8,Good,21/11/2022
FBK11956,221456,6,Average,14/09/2022
FBK11957,221457,4,Poor,23/01/2022
FBK11958,221458,7,Good,08/07/2022
FBK11959,221459,7,Good,12/07/2022
FBK11960,221460,8,Good,25/12/2022
FBK11961,221461,5,Average,14/02/2022
FBK11962,221462,1,Poor,16/05/2022
FBK11963,221463,2,Poor,10/02/2022
FBK11964,221464,5,Average,14/09/2022
FBK11965,221465,8,Good,01/04/2022
FBK11966,221466,7,Good,17/10/2022
FBK11967,221467,7,Good,01/09/2022
FBK11968,221468,8,Good,07/11/2022
FBK11969,221469,5,Average,12/07/2022
FBK11970,221470,6,Average,14/03/2022
FBK11971,221471,5,Average,09/05/2022
FBK11972,221472,10,Excellent,19/07/2022
FBK11973,221473,8,Good,09/10/2022
FBK11974,221474,4,Poor,14/04/2022
FBK11975,221475,8,Good,16/09/2022
FBK11976,221476,6,Average,18/06/2022
FBK11977,221477,8,Good,09/08/2022
FBK11978,221478,9,Excellent,12/10/2022
FBK11979,221479,1,Poor,05/12/2022
FBK11980,221480,5,Average,08/12/2022
FBK11981,221481,4,Poor,06/12/2022
FBK11982,221482,2,Poor,17/04/2022
FBK11983,221483,7,Good,26/06/2022
FBK11984,221484,8,Good,23/10/2022
FBK11985,221485,2,Poor,13/03/2022
FBK11986,221486,8,Good,27/02/2022
FBK11987,221487,6,Average,20/08/2022
FBK11988,221488,5,Average,03/02/2022
FBK11989,221489,5,Average,12/04/2022
FBK11990,221490,9,Excellent,02/10/2022
FBK11991,221491,3,Poor,20/07/2022
FBK11992,221492,7,Good,23/05/2022
FBK11993,221493,5,Average,25/01/2022
FBK11994,221494,8,Good,16/11/2022
FBK11995,221495,8,Good,07/01/2022
FBK11996,221496,6,Average,07/05/2022
FBK11997,221497,7,Good,17/10/2022
FBK11998,221498,8,Good,08/12/2022
FBK11999,221499,6,Average,22/03/2022
FBK12000,221500,6,Average,08/06/2022
FBK12001,221501,4,Poor,03/03/2022
FBK12002,221502,8,Good,12/07/2022
FBK12003,221503,5,Average,19/07/2022
FBK12004,221504,6,Average,01/09/2022
FBK12005,221505,3,Poor,18/02/2022
FBK12006,221506,10,Excellent,27/12/2022
FBK12007,221507,9,Excellent,12/10/2022
FBK12008,221508,9,Excellent,08/05/2022
FBK12009,221509,7,Good,15/04/2022
FBK12010,221510,6,Average,01/10/2022
FBK12011,221511,7,Good,14/03/2022
FBK12012,221512,10,Excellent,18/02/2022
FBK12013,221513,10,Excellent,10/09/2022
FBK12014,221514,8,Good,26/02/2022
FBK12015,221515,8,Good,18/05/2022
FBK12016,221516,6,Average,23/05/2022
FBK12017,221517,6,Average,19/07/2022
FBK12018,221518,4,Poor,25/04/2022
FBK12019,221519,6,Average,22/08/2022
FBK12020,221520,8,Good,28/10/2022
FBK12021,221521,7,Good,04/08/2022
FBK12022,221522,9,Excellent,13/02/2022
FBK12023,221523,6,Average,23/11/2022
FBK12024,221524,8,Good,14/06/2022
FBK12025,221525,8,Good,18/09/2022
FBK12026,221526,9,Excellent,27/12/2022
FBK12027,221527,7,Good,10/04/2022
FBK12028,221528,10,Excellent,22/07/2022
FBK12029,221529,7,Good,18/02/2022
FBK12030,221530,4,Poor,11/08/2022
FBK12031,221531,5,Average,19/04/2022
FBK12032,221532,5,Average,24/03/2022
FBK12033,221533,7,Good,24/08/2022
FBK12034,221534,9,Excellent,24/04/2022
FBK12035,221535,9,Excellent,07/05/2022
FBK12036,221536,3,Poor,27/04/2022
FBK12037,221537,8,Good,12/10/2022
FBK12038,221538,5,Average,04/02/2022
FBK12039,221539,5,Average,22/11/2022
FBK12040,221540,8,Good,01/10/2022
FBK12041,221541,7,Good,28/01/2022
FBK12042,221542,9,Excellent,20/06/2022
FBK12043,221543,5,Average,19/08/2022
FBK12044,221544,8,Good,06/08/2022
FBK12045,221545,8,Good,13/05/2022
FBK12046,221546,7,Good,05/10/2022
FBK12047,221547,7,Good,26/09/2022
FBK12048,221548,9,Excellent,18/08/2022
FBK12049,221549,6,Average,12/09/2022
FBK12050,221550,10,Excellent,25/11/2022
FBK12051,221551,1,Poor,04/08/2022
FBK12052,221552,10,Excellent,11/08/2022
FBK12053,221553,10,Excellent,22/01/2022
