grade_id,enrollment_id,student_id,course_id,grade_source,score,grade,grade_date
GRD16558,ENR12471,221140,ARC1004,Assignment,92,A,09/01/2023
GRD16559,ENR12471,221140,ARC1004,Midterm,97,A+,07/02/2023
GRD16560,ENR12471,221140,ARC1004,Final Exam,60,C,29/03/2023
GRD16561,ENR12472,221141,MED1001,Quiz,52,D,15/11/2022
GRD16562,ENR12472,221141,MED1001,Assignment,87,A-,04/12/2022
GRD16563,ENR12472,221141,MED1001,Midterm,69,C+,01/01/2023
GRD16564,ENR12472,221141,MED1001,Final Exam,88,A-,13/02/2023
GRD16565,ENR12474,221142,COM1008,Quiz,72,B-,18/02/2022
GRD16566,ENR12474,221142,COM1008,Assignment,85,A-,05/03/2022
GRD16567,ENR12474,221142,COM1008,Midterm,68,C+,02/04/2022
GRD16568,ENR12474,221142,COM1008,Final Exam,43,D,11/05/2022
GRD16569,ENR12476,221143,COM1003,Quiz,70,B-,08/01/2023
GRD16570,ENR12476,221143,COM1003,Assignment,83,B+,27/01/2023
GRD16571,ENR12476,221143,COM1003,Midterm,49,D,02/03/2023
GRD16572,ENR12476,221143,COM1003,Final Exam,40,D,14/04/2023
GRD16573,ENR12478,221144,ARC1001,Quiz,96,A+,17/12/2022
GRD16574,ENR12478,221144,ARC1001,Assignment,87,A-,04/01/2023
GRD16575,ENR12478,221144,ARC1001,Midterm,36,F,22/01/2023
GRD16576,ENR12478,221144,ARC1001,Final Exam,59,C-,08/03/2023
GRD16577,ENR12480,221145,AGR1005,Quiz,85,A-,03/09/2022
GRD16578,ENR12480,221145,AGR1005,Assignment,74,B-,12/09/2022
GRD16579,ENR12480,221145,AGR1005,Midterm,96,A+,12/10/2022
GRD16580,ENR12480,221145,AGR1005,Final Exam,66,C+,21/11/2022
GRD16581,ENR12481,221146,BUS1010,Quiz,69,C+,14/09/2022
GRD16582,ENR12481,221146,BUS1010,Assignment,61,C,10/10/2022
GRD16583,ENR12481,221146,BUS1010,Midterm,100,A+,02/11/2022
GRD16584,ENR12481,221146,BUS1010,Final Exam,74,B-,21/12/2022
GRD16585,ENR12483,221147,BUS1004,Quiz,66,C+,18/05/2022
GRD16586,ENR12483,221147,BUS1004,Assignment,98,A+,08/06/2022
GRD16587,ENR12483,221147,BUS1004,Midterm,91,A,24/06/2022
GRD16588,ENR12483,221147,BUS1004,Final Exam,62,C,04/08/2022
GRD16589,ENR12485,221148,COM1003,Quiz,75,B,26/04/2022
GRD16590,ENR12485,221148,COM1003,Assignment,75,B,25/05/2022
GRD16591,ENR12485,221148,COM1003,Midterm,97,A+,10/06/2022
GRD16592,ENR12485,221148,COM1003,Final Exam,85,A-,29/07/2022
GRD16593,ENR12487,221149,MED1009,Quiz,59,C-,08/09/2022
GRD16594,ENR12487,221149,MED1009,Assignment,79,B,29/09/2022
GRD16595,ENR12487,221149,MED1009,Midterm,83,B+,26/10/2022
GRD16596,ENR12487,221149,MED1009,Final Exam,67,C+,06/12/2022
GRD16597,ENR12488,221150,ARC1003,Quiz,64,C,24/03/2022
GRD16598,ENR12488,221150,ARC1003,Assignment,76,B,17/04/2022
GRD16599,ENR12488,221150,ARC1003,Midterm,63,C,15/05/2022
GRD16600,ENR12488,221150,ARC1003,Final Exam,58,C-,04/07/2022
GRD16601,ENR12490,221151,ART1010,Quiz,70,B-,06/04/2022
GRD16602,ENR12490,221151,ART1010,Assignment,68,C+,29/04/2022
GRD16603,ENR12490,221151,ART1010,Midterm,74,B-,15/05/2022
GRD16604,ENR12490,221151,ART1010,Final Exam,39,F,06/07/2022
GRD16605,ENR12492,221152,LAW1002,Quiz,78,B,27/03/2022
GRD16606,ENR12492,221152,LAW1002,Assignment,71,B-,17/04/2022
GRD16607,ENR12492,221152,LAW1002,Midterm,68,C+,30/04/2022
GRD16608,ENR12492,221152,LAW1002,Final Exam,43,D,25/06/2022
GRD16609,ENR12493,221153,ARC1001,Quiz,79,B,09/02/2022
GRD16610,ENR12493,221153,ARC1001,Assignment,65,C+,27/02/2022
GRD16611,ENR12493,221153,ARC1001,Midterm,83,B+,29/03/2022
GRD16612,ENR12493,221153,ARC1001,Final Exam,62,C,11/05/2022
GRD16613,ENR12494,221154,ENG1010,Quiz,67,C+,05/08/2022
GRD16614,ENR12494,221154,ENG1010,Assignment,65,C+,15/08/2022
GRD16615,ENR12494,221154,ENG1010,Midterm,75,B,15/09/2022
GRD16616,ENR12494,221154,ENG1010,Final Exam,86,A-,28/10/2022
GRD16617,ENR12495,221155,MED1008,Quiz,78,B,16/11/2022
GRD16618,ENR12495,221155,MED1008,Assignment,68,C+,12/12/2022
GRD16619,ENR12495,221155,MED1008,Midterm,80,B+,30/12/2022
GRD16620,ENR12495,221155,MED1008,Final Exam,94,A,26/02/2023
GRD16621,ENR12496,221156,LAW1010,Quiz,55,C-,07/10/2022
GRD16622,ENR12496,221156,LAW1010,Assignment,91,A,23/10/2022
GRD16623,ENR12496,221156,LAW1010,Midterm,72,B-,24/11/2022
GRD16624,ENR12496,221156,LAW1010,Final Exam,64,C,02/01/2023
GRD16625,ENR12497,221157,COM1008,Quiz,78,B,27/01/2023
GRD16626,ENR12497,221157,COM1008,Assignment,79,B,20/02/2023
GRD16627,ENR12497,221157,COM1008,Midterm,87,A-,06/03/2023
GRD16628,ENR12497,221157,COM1008,Final Exam,56,C-,23/04/2023
GRD16629,ENR12498,221158,COM1003,Quiz,88,A-,02/03/2022
GRD16630,ENR12498,221158,COM1003,Assignment,95,A+,20/03/2022
GRD16631,ENR12498,221158,COM1003,Midterm,56,C-,22/04/2022
GRD16632,ENR12498,221158,COM1003,Final Exam,63,C,29/05/2022
GRD16633,ENR12499,221159,MED1004,Quiz,50,D,13/09/2022
GRD16634,ENR12499,221159,MED1004,Assignment,88,A-,26/09/2022
GRD16635,ENR12499,221159,MED1004,Midterm,77,B,23/10/2022
GRD16636,ENR12499,221159,MED1004,Final Exam,62,C,12/12/2022
GRD16637,ENR12501,221160,SCI1005,Quiz,58,C-,27/04/2022
GRD16638,ENR12501,221160,SCI1005,Assignment,67,C+,17/05/2022
GRD16639,ENR12501,221160,SCI1005,Midterm,84,B+,08/06/2022
GRD16640,ENR12501,221160,SCI1005,Final Exam,79,B,21/07/2022
GRD16641,ENR12502,221161,BUS1009,Quiz,95,A+,28/01/2023
GRD16642,ENR12502,221161,BUS1009,Assignment,89,A-,09/02/2023
GRD16643,ENR12502,221161,BUS1009,Midterm,56,C-,06/03/2023
GRD16644,ENR12502,221161,BUS1009,Final Exam,91,A,17/04/2023
GRD16645,ENR12504,221162,MED1005,Quiz,86,A-,29/03/2022
GRD16646,ENR12504,221162,MED1005,Assignment,45,D,27/04/2022
GRD16647,ENR12504,221162,MED1005,Midterm,37,F,20/05/2022
GRD16648,ENR12504,221162,MED1005,Final Exam,61,C,01/07/2022
GRD16649,ENR12505,221163,COM1010,Quiz,73,B-,21/07/2022
GRD16650,ENR12505,221163,COM1010,Assignment,92,A,19/08/2022
GRD16651,ENR12505,221163,COM1010,Midterm,81,B+,15/09/2022
GRD16652,ENR12505,221163,COM1010,Final Exam,62,C,19/10/2022
GRD16653,ENR12507,221164,BUS1003,Quiz,62,C,03/11/2022
GRD16654,ENR12507,221164,BUS1003,Assignment,78,B,21/11/2022
GRD16655,ENR12507,221164,BUS1003,Midterm,76,B,21/12/2022
GRD16656,ENR12507,221164,BUS1003,Final Exam,71,B-,31/01/2023
GRD16657,ENR12508,221165,ARC1007,Quiz,64,C,25/04/2022
GRD16658,ENR12508,221165,ARC1007,Assignment,86,A-,16/05/2022
GRD16659,ENR12508,221165,ARC1007,Midterm,77,B,03/06/2022
GRD16660,ENR12508,221165,ARC1007,Final Exam,66,C+,22/07/2022
GRD16661,ENR12509,221166,ART1005,Quiz,68,C+,05/04/2022
GRD16662,ENR12509,221166,ART1005,Assignment,100,A+,20/04/2022
GRD16663,ENR12509,221166,ART1005,Midterm,55,C-,11/05/2022
GRD16664,ENR12509,221166,ART1005,Final Exam,64,C,04/07/2022
GRD16665,ENR12511,221167,COM1001,Quiz,75,B,21/04/2022
GRD16666,ENR12511,221167,COM1001,Assignment,65,C+,15/05/2022
GRD16667,ENR12511,221167,COM1001,Midterm,56,C-,12/06/2022
GRD16668,ENR12511,221167,COM1001,Final Exam,65,C+,27/07/2022
GRD16669,ENR12512,221168,MED1009,Quiz,55,C-,18/09/2022
GRD16670,ENR12512,221168,MED1009,Assignment,66,C+,20/10/2022
GRD16671,ENR12512,221168,MED1009,Midterm,80,B+,10/11/2022
GRD16672,ENR12512,221168,MED1009,Final Exam,60,C,15/12/2022
GRD16673,ENR12514,221169,MED1009,Quiz,65,C+,29/07/2022
GRD16674,ENR12514,221169,MED1009,Assignment,56,C-,10/08/2022
GRD16675,ENR12514,221169,MED1009,Midterm,61,C,01/09/2022
GRD16676,ENR12514,221169,MED1009,Final Exam,77,B,18/10/2022
GRD16677,ENR12516,221170,ENG1004,Quiz,37,F,16/10/2022
GRD16678,ENR12516,221170,ENG1004,Assignment,78,B,04/11/2022
GRD16679,ENR12516,221170,ENG1004,Midterm,52,D,20/11/2022
GRD16680,ENR12516,221170,ENG1004,Final Exam,75,B,09/01/2023
GRD16681,ENR12518,221171,ARC1004,Quiz,67,C+,16/06/2022
GRD16682,ENR12518,221171,ARC1004,Assignment,98,A+,05/07/2022
GRD16683,ENR12518,221171,ARC1004,Midterm,61,C,26/07/2022
GRD16684,ENR12518,221171,ARC1004,Final Exam,54,D,03/09/2022
GRD16685,ENR12519,221172,AGR1001,Quiz,64,C,03/11/2022
GRD16686,ENR12519,221172,AGR1001,Assignment,77,B,28/11/2022
GRD16687,ENR12519,221172,AGR1001,Midterm,88,A-,20/12/2022
GRD16688,ENR12519,221172,AGR1001,Final Exam,76,B,31/01/2023
GRD16689,ENR12521,221173,AGR1005,Quiz,66,C+,14/09/2022
GRD16690,ENR12521,221173,AGR1005,Assignment,71,B-,03/10/2022
GRD16691,ENR12521,221173,AGR1005,Midterm,65,C+,25/10/2022
GRD16692,ENR12521,221173,AGR1005,Final Exam,73,B-,09/12/2022
GRD16693,ENR12522,221174,LAW1001,Quiz,83,B+,15/02/2022
GRD16694,ENR12522,221174,LAW1001,Assignment,79,B,23/02/2022
GRD16695,ENR12522,221174,LAW1001,Midterm,90,A,23/03/2022
GRD16696,ENR12522,221174,LAW1001,Final Exam,56,C-,11/05/2022
GRD16697,ENR12523,221175,ART1007,Quiz,99,A+,03/10/2022
GRD16698,ENR12523,221175,ART1007,Assignment,82,B+,21/10/2022
GRD16699,ENR12523,221175,ART1007,Midterm,75,B,24/11/2022
GRD16700,ENR12523,221175,ART1007,Final Exam,81,B+,08/01/2023
GRD16701,ENR12524,221176,COM1008,Quiz,64,C,05/08/2022
GRD16702,ENR12524,221176,COM1008,Assignment,61,C,22/08/2022
GRD16703,ENR12524,221176,COM1008,Midterm,73,B-,23/09/2022
GRD16704,ENR12524,221176,COM1008,Final Exam,69,C+,29/10/2022
GRD16705,ENR12525,221177,LAW1008,Quiz,62,C,18/04/2022
GRD16706,ENR12525,221177,LAW1008,Assignment,77,B,15/05/2022
GRD16707,ENR12525,221177,LAW1008,Midterm,77,B,01/06/2022
GRD16708,ENR12525,221177,LAW1008,Final Exam,51,D,17/07/2022
GRD16709,ENR12526,221178,BUS1007,Quiz,60,C,03/06/2022
GRD16710,ENR12526,221178,BUS1007,Assignment,67,C+,23/06/2022
GRD16711,ENR12526,221178,BUS1007,Midterm,87,A-,18/07/2022
GRD16712,ENR12526,221178,BUS1007,Final Exam,71,B-,25/08/2022
GRD16713,ENR12527,221179,MED1006,Quiz,89,A-,08/02/2023
GRD16714,ENR12527,221179,MED1006,Assignment,89,A-,22/02/2023
GRD16715,ENR12527,221179,MED1006,Midterm,44,D,14/03/2023
GRD16716,ENR12527,221179,MED1006,Final Exam,61,C,26/04/2023
GRD16717,ENR12528,221180,SOC1004,Quiz,64,C,29/01/2023
GRD16718,ENR12528,221180,SOC1004,Assignment,87,A-,22/02/2023
GRD16719,ENR12528,221180,SOC1004,Midterm,52,D,19/03/2023
GRD16720,ENR12528,221180,SOC1004,Final Exam,85,A-,24/04/2023
GRD16721,ENR12530,221181,ENG1002,Quiz,78,B,15/12/2022
GRD16722,ENR12530,221181,ENG1002,Assignment,72,B-,23/12/2022
GRD16723,ENR12530,221181,ENG1002,Midterm,36,F,17/01/2023
GRD16724,ENR12530,221181,ENG1002,Final Exam,76,B,12/03/2023
GRD16725,ENR12531,221182,MED1009,Quiz,80,B+,21/04/2022
GRD16726,ENR12531,221182,MED1009,Assignment,60,C,17/05/2022
GRD16727,ENR12531,221182,MED1009,Midterm,43,D,04/06/2022
GRD16728,ENR12531,221182,MED1009,Final Exam,68,C+,20/07/2022
GRD16729,ENR12532,221183,COM1010,Quiz,69,C+,25/11/2022
GRD16730,ENR12532,221183,COM1010,Assignment,66,C+,19/12/2022
GRD16731,ENR12532,221183,COM1010,Midterm,75,B,12/01/2023
GRD16732,ENR12532,221183,COM1010,Final Exam,66,C+,19/02/2023
GRD16733,ENR12533,221184,SOC1008,Quiz,76,B,12/10/2022
GRD16734,ENR12533,221184,SOC1008,Assignment,55,C-,21/10/2022
GRD16735,ENR12533,221184,SOC1008,Midterm,39,F,15/11/2022
GRD16736,ENR12533,221184,SOC1008,Final Exam,100,A+,28/12/2022
GRD16737,ENR12534,221185,ENG1001,Quiz,89,A-,27/07/2022
GRD16738,ENR12534,221185,ENG1001,Assignment,60,C,16/08/2022
GRD16739,ENR12534,221185,ENG1001,Midterm,82,B+,08/09/2022
GRD16740,ENR12534,221185,ENG1001,Final Exam,89,A-,03/11/2022
GRD16741,ENR12536,221186,MED1010,Quiz,91,A,25/12/2022
GRD16742,ENR12536,221186,MED1010,Assignment,89,A-,16/01/2023
GRD16743,ENR12536,221186,MED1010,Midterm,79,B,19/02/2023
GRD16744,ENR12536,221186,MED1010,Final Exam,60,C,26/03/2023
GRD16745,ENR12537,221187,ENG1005,Quiz,63,C,09/02/2022
GRD16746,ENR12537,221187,ENG1005,Assignment,88,A-,28/02/2022
GRD16747,ENR12537,221187,ENG1005,Midterm,48,D,05/04/2022
GRD16748,ENR12537,221187,ENG1005,Final Exam,41,D,13/05/2022
GRD16749,ENR12538,221188,ARC1008,Quiz,54,D,27/09/2022
GRD16750,ENR12538,221188,ARC1008,Assignment,55,C-,12/10/2022
GRD16751,ENR12538,221188,ARC1008,Midterm,61,C,15/11/2022
GRD16752,ENR12538,221188,ARC1008,Final Exam,48,D,21/12/2022
GRD16753,ENR12540,221189,BUS1001,Quiz,58,C-,25/03/2022
GRD16754,ENR12540,221189,BUS1001,Assignment,72,B-,08/04/2022
GRD16755,ENR12540,221189,BUS1001,Midterm,46,D,04/05/2022
GRD16756,ENR12540,221189,BUS1001,Final Exam,51,D,18/06/2022
GRD16757,ENR12542,221190,BUS1009,Quiz,56,C-,05/05/2022
GRD16758,ENR12542,221190,BUS1009,Assignment,60,C,01/06/2022
GRD16759,ENR12542,221190,BUS1009,Midterm,57,C-,29/06/2022
GRD16760,ENR12542,221190,BUS1009,Final Exam,78,B,15/08/2022
GRD16761,ENR12543,221191,ENG1002,Quiz,66,C+,03/01/2023
GRD16762,ENR12543,221191,ENG1002,Assignment,93,A,20/01/2023
GRD16763,ENR12543,221191,ENG1002,Midterm,61,C,20/02/2023
GRD16764,ENR12543,221191,ENG1002,Final Exam,61,C,08/04/2023
GRD16765,ENR12545,221192,BUS1005,Quiz,37,F,03/04/2022
GRD16766,ENR12545,221192,BUS1005,Assignment,84,B+,28/04/2022
GRD16767,ENR12545,221192,BUS1005,Midterm,66,C+,23/05/2022
GRD16768,ENR12545,221192,BUS1005,Final Exam,72,B-,26/06/2022
GRD16769,ENR12547,221193,LAW1001,Quiz,45,D,06/05/2022
GRD16770,ENR12547,221193,LAW1001,Assignment,76,B,24/05/2022
GRD16771,ENR12547,221193,LAW1001,Midterm,67,C+,21/06/2022
GRD16772,ENR12547,221193,LAW1001,Final Exam,40,D,25/07/2022
GRD16773,ENR12548,221194,BUS1008,Quiz,57,C-,11/02/2022
GRD16774,ENR12548,221194,BUS1008,Assignment,64,C,28/02/2022
GRD16775,ENR12548,221194,BUS1008,Midterm,75,B,27/03/2022
GRD16776,ENR12548,221194,BUS1008,Final Exam,71,B-,18/05/2022
GRD16777,ENR12549,221195,AGR1001,Quiz,70,B-,04/01/2023
GRD16778,ENR12549,221195,AGR1001,Assignment,100,A+,21/01/2023
GRD16779,ENR12549,221195,AGR1001,Midterm,66,C+,18/02/2023
GRD16780,ENR12549,221195,AGR1001,Final Exam,77,B,05/04/2023
GRD16781,ENR12550,221196,LAW1005,Quiz,36,F,21/11/2022
GRD16782,ENR12550,221196,LAW1005,Assignment,91,A,10/12/2022
GRD16783,ENR12550,221196,LAW1005,Midterm,63,C,16/01/2023
GRD16784,ENR12550,221196,LAW1005,Final Exam,62,C,24/02/2023
GRD16785,ENR12551,221197,COM1006,Quiz,67,C+,23/07/2022
GRD16786,ENR12551,221197,COM1006,Assignment,93,A,13/08/2022
GRD16787,ENR12551,221197,COM1006,Midterm,36,F,08/09/2022
GRD16788,ENR12551,221197,COM1006,Final Exam,72,B-,09/10/2022
GRD16789,ENR12553,221198,ENG1005,Quiz,58,C-,25/07/2022
GRD16790,ENR12553,221198,ENG1005,Assignment,55,C-,05/08/2022
GRD16791,ENR12553,221198,ENG1005,Midterm,77,B,28/08/2022
GRD16792,ENR12553,221198,ENG1005,Final Exam,67,C+,09/10/2022
GRD16793,ENR12555,221199,SCI1003,Quiz,59,C-,15/10/2022
GRD16794,ENR12555,221199,SCI1003,Assignment,71,B-,10/11/2022
GRD16795,ENR12555,221199,SCI1003,Midterm,69,C+,29/11/2022
GRD16796,ENR12555,221199,SCI1003,Final Exam,61,C,15/01/2023
GRD16797,ENR12557,221200,ENG1002,Quiz,88,A-,01/03/2022
GRD16798,ENR12557,221200,ENG1002,Assignment,91,A,16/03/2022
GRD16799,ENR12557,221200,ENG1002,Midterm,61,C,18/04/2022
GRD16800,ENR12557,221200,ENG1002,Final Exam,80,B+,23/05/2022
GRD16801,ENR12559,221201,ARC1001,Quiz,74,B-,29/05/2022
GRD16802,ENR12559,221201,ARC1001,Assignment,65,C+,18/06/2022
GRD16803,ENR12559,221201,ARC1001,Midterm,76,B,20/07/2022
GRD16804,ENR12559,221201,ARC1001,Final Exam,68,C+,01/09/2022
GRD16805,ENR12560,221202,SOC1009,Quiz,67,C+,02/05/2022
GRD16806,ENR12560,221202,SOC1009,Assignment,58,C-,22/05/2022
GRD16807,ENR12560,221202,SOC1009,Midterm,75,B,12/06/2022
GRD16808,ENR12560,221202,SOC1009,Final Exam,56,C-,25/07/2022
GRD16809,ENR12561,221203,MED1007,Quiz,60,C,30/06/2022
GRD16810,ENR12561,221203,MED1007,Assignment,84,B+,25/07/2022
GRD16811,ENR12561,221203,MED1007,Midterm,65,C+,12/08/2022
GRD16812,ENR12561,221203,MED1007,Final Exam,65,C+,08/10/2022
GRD16813,ENR12563,221204,LAW1001,Quiz,81,B+,09/12/2022
GRD16814,ENR12563,221204,LAW1001,Assignment,68,C+,06/01/2023
GRD16815,ENR12563,221204,LAW1001,Midterm,58,C-,29/01/2023
GRD16816,ENR12563,221204,LAW1001,Final Exam,55,C-,16/03/2023
GRD16817,ENR12565,221205,COM1002,Quiz,59,C-,08/07/2022
GRD16818,ENR12565,221205,COM1002,Assignment,78,B,29/07/2022
GRD16819,ENR12565,221205,COM1002,Midterm,85,A-,29/08/2022
GRD16820,ENR12565,221205,COM1002,Final Exam,54,D,06/10/2022
GRD16821,ENR12566,221206,MED1003,Quiz,81,B+,15/07/2022
GRD16822,ENR12566,221206,MED1003,Assignment,87,A-,31/07/2022
GRD16823,ENR12566,221206,MED1003,Midterm,55,C-,30/08/2022
GRD16824,ENR12566,221206,MED1003,Final Exam,66,C+,08/10/2022
GRD16825,ENR12568,221207,ART1006,Quiz,66,C+,13/03/2022
GRD16826,ENR12568,221207,ART1006,Assignment,55,C-,10/04/2022
GRD16827,ENR12568,221207,ART1006,Midterm,85,A-,30/04/2022
GRD16828,ENR12568,221207,ART1006,Final Exam,97,A+,10/06/2022
GRD16829,ENR12570,221208,LAW1003,Quiz,58,C-,16/09/2022
GRD16830,ENR12570,221208,LAW1003,Assignment,61,C,04/10/2022
GRD16831,ENR12570,221208,LAW1003,Midterm,41,D,31/10/2022
GRD16832,ENR12570,221208,LAW1003,Final Exam,64,C,23/12/2022
GRD16833,ENR12572,221209,LAW1007,Quiz,68,C+,08/09/2022
GRD16834,ENR12572,221209,LAW1007,Assignment,74,B-,24/09/2022
GRD16835,ENR12572,221209,LAW1007,Midterm,36,F,20/10/2022
GRD16836,ENR12572,221209,LAW1007,Final Exam,38,F,06/12/2022
GRD16837,ENR12574,221210,MED1001,Quiz,83,B+,08/09/2022
GRD16838,ENR12574,221210,MED1001,Assignment,77,B,03/10/2022
GRD16839,ENR12574,221210,MED1001,Midterm,63,C,28/10/2022
GRD16840,ENR12574,221210,MED1001,Final Exam,61,C,29/11/2022
GRD16841,ENR12576,221211,SOC1005,Quiz,65,C+,13/06/2022
GRD16842,ENR12576,221211,SOC1005,Assignment,66,C+,06/07/2022
GRD16843,ENR12576,221211,SOC1005,Midterm,80,B+,20/07/2022
GRD16844,ENR12576,221211,SOC1005,Final Exam,39,F,09/09/2022
GRD16845,ENR12577,221212,MED1004,Quiz,65,C+,15/08/2022
GRD16846,ENR12577,221212,MED1004,Assignment,100,A+,09/09/2022
GRD16847,ENR12577,221212,MED1004,Midterm,36,F,07/10/2022
GRD16848,ENR12577,221212,MED1004,Final Exam,52,D,18/11/2022
GRD16849,ENR12578,221213,COM1010,Quiz,68,C+,18/08/2022
GRD16850,ENR12578,221213,COM1010,Assignment,90,A,06/09/2022
GRD16851,ENR12578,221213,COM1010,Midterm,74,B-,10/10/2022
GRD16852,ENR12578,221213,COM1010,Final Exam,59,C-,16/11/2022
GRD16853,ENR12580,221214,ARC1003,Quiz,89,A-,08/10/2022
GRD16854,ENR12580,221214,ARC1003,Assignment,84,B+,25/10/2022
GRD16855,ENR12580,221214,ARC1003,Midterm,38,F,20/11/2022
GRD16856,ENR12580,221214,ARC1003,Final Exam,91,A,30/12/2022
GRD16857,ENR12582,221215,BUS1006,Quiz,80,B+,22/07/2022
GRD16858,ENR12582,221215,BUS1006,Assignment,88,A-,07/08/2022
GRD16859,ENR12582,221215,BUS1006,Midterm,84,B+,11/09/2022
GRD16860,ENR12582,221215,BUS1006,Final Exam,87,A-,30/10/2022
GRD16861,ENR12584,221216,ARC1010,Quiz,99,A+,09/10/2022
GRD16862,ENR12584,221216,ARC1010,Assignment,100,A+,24/10/2022
GRD16863,ENR12584,221216,ARC1010,Midterm,73,B-,22/11/2022
GRD16864,ENR12584,221216,ARC1010,Final Exam,65,C+,12/01/2023
GRD16865,ENR12585,221217,SCI1009,Quiz,69,C+,14/11/2022
GRD16866,ENR12585,221217,SCI1009,Assignment,81,B+,02/12/2022
GRD16867,ENR12585,221217,SCI1009,Midterm,81,B+,23/12/2022
GRD16868,ENR12585,221217,SCI1009,Final Exam,57,C-,04/02/2023
GRD16869,ENR12587,221218,AGR1003,Quiz,69,C+,08/12/2022
GRD16870,ENR12587,221218,AGR1003,Assignment,66,C+,05/01/2023
GRD16871,ENR12587,221218,AGR1003,Midterm,61,C,21/01/2023
GRD16872,ENR12587,221218,AGR1003,Final Exam,78,B,14/03/2023
GRD16873,ENR12589,221219,BUS1008,Quiz,74,B-,28/05/2022
GRD16874,ENR12589,221219,BUS1008,Assignment,71,B-,17/06/2022
GRD16875,ENR12589,221219,BUS1008,Midterm,65,C+,04/07/2022
GRD16876,ENR12589,221219,BUS1008,Final Exam,74,B-,19/08/2022
GRD16877,ENR12591,221220,ARC1002,Quiz,82,B+,14/03/2022
GRD16878,ENR12591,221220,ARC1002,Assignment,65,C+,11/04/2022
GRD16879,ENR12591,221220,ARC1002,Midterm,69,C+,11/05/2022
GRD16880,ENR12591,221220,ARC1002,Final Exam,46,D,18/06/2022
GRD16881,ENR12593,221221,SOC1002,Quiz,47,D,12/09/2022
GRD16882,ENR12593,221221,SOC1002,Assignment,80,B+,02/10/2022
GRD16883,ENR12593,221221,SOC1002,Midterm,84,B+,18/10/2022
GRD16884,ENR12593,221221,SOC1002,Final Exam,88,A-,13/12/2022
GRD16885,ENR12595,221222,MED1002,Quiz,50,D,17/09/2022
GRD16886,ENR12595,221222,MED1002,Assignment,89,A-,06/10/2022
GRD16887,ENR12595,221222,MED1002,Midterm,69,C+,05/11/2022
GRD16888,ENR12595,221222,MED1002,Final Exam,99,A+,13/12/2022
GRD16889,ENR12596,221223,BUS1002,Quiz,91,A,29/07/2022
GRD16890,ENR12596,221223,BUS1002,Assignment,90,A,28/08/2022
GRD16891,ENR12596,221223,BUS1002,Midterm,88,A-,21/09/2022
GRD16892,ENR12596,221223,BUS1002,Final Exam,67,C+,09/11/2022
GRD16893,ENR12598,221224,ART1006,Quiz,70,B-,02/02/2023
GRD16894,ENR12598,221224,ART1006,Assignment,81,B+,17/02/2023
GRD16895,ENR12598,221224,ART1006,Midterm,94,A,10/03/2023
GRD16896,ENR12598,221224,ART1006,Final Exam,66,C+,02/05/2023
GRD16897,ENR12600,221225,SOC1003,Quiz,57,C-,01/12/2022
GRD16898,ENR12600,221225,SOC1003,Assignment,73,B-,22/12/2022
GRD16899,ENR12600,221225,SOC1003,Midterm,98,A+,12/01/2023
GRD16900,ENR12600,221225,SOC1003,Final Exam,60,C,01/03/2023
GRD16901,ENR12601,221226,ARC1006,Quiz,55,C-,16/07/2022
GRD16902,ENR12601,221226,ARC1006,Assignment,76,B,08/08/2022
GRD16903,ENR12601,221226,ARC1006,Midterm,60,C,08/09/2022
GRD16904,ENR12601,221226,ARC1006,Final Exam,83,B+,16/10/2022
GRD16905,ENR12603,221227,ART1001,Quiz,74,B-,20/01/2023
GRD16906,ENR12603,221227,ART1001,Assignment,71,B-,14/02/2023
GRD16907,ENR12603,221227,ART1001,Midterm,58,C-,07/03/2023
GRD16908,ENR12603,221227,ART1001,Final Exam,84,B+,23/04/2023
GRD16909,ENR12605,221228,ARC1002,Quiz,58,C-,01/01/2023
GRD16910,ENR12605,221228,ARC1002,Assignment,92,A,20/01/2023
GRD16911,ENR12605,221228,ARC1002,Midterm,76,B,16/02/2023
GRD16912,ENR12605,221228,ARC1002,Final Exam,100,A+,07/04/2023
GRD16913,ENR12606,221229,BUS1008,Quiz,80,B+,11/05/2022
GRD16914,ENR12606,221229,BUS1008,Assignment,50,D,30/05/2022
GRD16915,ENR12606,221229,BUS1008,Midterm,74,B-,05/07/2022
GRD16916,ENR12606,221229,BUS1008,Final Exam,79,B,11/08/2022
GRD16917,ENR12607,221230,AGR1007,Quiz,58,C-,21/05/2022
GRD16918,ENR12607,221230,AGR1007,Assignment,78,B,20/06/2022
GRD16919,ENR12607,221230,AGR1007,Midterm,58,C-,09/07/2022
GRD16920,ENR12607,221230,AGR1007,Final Exam,78,B,27/08/2022
GRD16921,ENR12608,221231,BUS1005,Quiz,63,C,27/11/2022
GRD16922,ENR12608,221231,BUS1005,Assignment,63,C,21/12/2022
GRD16923,ENR12608,221231,BUS1005,Midterm,76,B,08/01/2023
GRD16924,ENR12608,221231,BUS1005,Final Exam,55,C-,06/03/2023
GRD16925,ENR12609,221232,ART1007,Quiz,76,B,15/07/2022
GRD16926,ENR12609,221232,ART1007,Assignment,89,A-,30/07/2022
GRD16927,ENR12609,221232,ART1007,Midterm,61,C,29/08/2022
GRD16928,ENR12609,221232,ART1007,Final Exam,59,C-,08/10/2022
GRD16929,ENR12611,221233,SCI1003,Quiz,42,D,07/08/2022
